cell	mt_content
mSp_rep3_001	0.026407
mSp_rep3_002	0.140282
mSp_rep3_003	0.029811
mSp_rep3_004	0.008184
mSp_rep3_005	0.015272
mSp_rep3_006	0.009498
mSp_rep3_007	0.010457
mSp_rep3_008	0.024560
mSp_rep3_009	0.031941
mSp_rep3_010	0.041869
mSp_rep3_011	0.031940
mSp_rep3_012	0.012357
mSp_rep3_013	0.019640
mSp_rep3_014	0.012692
mSp_rep3_015	0.006207
mSp_rep3_016	0.048128
mSp_rep3_017	0.016382
mSp_rep3_018	0.024155
mSp_rep3_019	0.013263
mSp_rep3_020	0.035292
mSp_rep3_021	0.008720
mSp_rep3_022	0.024101
mSp_rep3_023	0.021109
mSp_rep3_024	0.018257
mSp_rep3_025	0.018180
mSp_rep3_026	0.082399
mSp_rep3_027	0.017666
mSp_rep3_028	0.000818
mSp_rep3_029	0.010214
mSp_rep3_030	0.040339
mSp_rep3_031	0.021961
mSp_rep3_032	0.055633
mSp_rep3_033	0.000522
mSp_rep3_034	0.009541
mSp_rep3_035	0.018907
mSp_rep3_036	0.023875
mSp_rep3_037	0.018131
mSp_rep3_038	0.009906
mSp_rep3_039	0.010427
mSp_rep3_040	0.653951
mSp_rep3_041	0.028153
mSp_rep3_042	0.220924
mSp_rep3_043	0.014363
mSp_rep3_044	0.022372
mSp_rep3_045	0.004440
mSp_rep3_046	0.031439
mSp_rep3_047	0.029791
mSp_rep3_048	0.055924
mSp_rep3_049	0.014362
mSp_rep3_050	0.020925
mSp_rep3_051	0.012399
mSp_rep3_052	0.020225
mSp_rep3_053	0.020628
mSp_rep3_054	0.012778
mSp_rep3_055	0.036076
mSp_rep3_056	0.020637
mSp_rep3_057	0.004782
mSp_rep3_058	0.007924
mSp_rep3_059	0.262690
mSp_rep3_060	0.011479
mSp_rep3_061	0.021004
mSp_rep3_062	0.009476
mSp_rep3_063	0.007508
mSp_rep3_064	0.005788
mSp_rep3_065	0.015073
mSp_rep3_066	0.027663
mSp_rep3_067	0.018581
mSp_rep3_068	0.002460
mSp_rep3_069	0.018525
mSp_rep3_070	0.008116
mSp_rep3_071	0.011916
mSp_rep3_072	0.027312
mSp_rep3_073	0.026829
mSp_rep3_074	0.032028
mSp_rep3_075	0.027859
mSp_rep3_076	0.018178
mSp_rep3_077	0.022797
mSp_rep3_078	0.018328
mSp_rep3_079	0.027125
mSp_rep3_080	0.024443
mSp_rep3_081	0.000185
mSp_rep3_082	0.017031
mSp_rep3_083	0.031364
mSp_rep3_084	0.027296
mSp_rep3_085	0.054540
mSp_rep3_086	0.059296
mSp_rep3_087	0.007438
mSp_rep3_088	0.021061
mSp_rep3_089	0.021061
mSp_rep3_090	0.008687
mSp_rep3_091	0.008274
mSp_rep3_092	0.666667
mSp_rep3_093	0.020706
mSp_rep3_094	0.013869
mSp_rep3_095	0.023893
mSp_rep3_096	0.003370
mSp_rep3_097	0.019297
mSp_rep3_098	0.005358
mSp_rep3_099	0.005609
mSp_rep3_100	0.014465
mSp_rep3_101	0.008444
mSp_rep3_102	0.023343
